"sac_train/steps","desert-fog-33 - _step","desert-fog-33 - _step__MIN","desert-fog-33 - _step__MAX","desert-fog-33 - sac_train/episode_return","desert-fog-33 - sac_train/episode_return__MIN","desert-fog-33 - sac_train/episode_return__MAX","smart-durian-34 - _step","smart-durian-34 - _step__MIN","smart-durian-34 - _step__MAX","smart-durian-34 - sac_train/episode_return","smart-durian-34 - sac_train/episode_return__MIN","smart-durian-34 - sac_train/episode_return__MAX","vague-hill-35 - _step","vague-hill-35 - _step__MIN","vague-hill-35 - _step__MAX","vague-hill-35 - sac_train/episode_return","vague-hill-35 - sac_train/episode_return__MIN","vague-hill-35 - sac_train/episode_return__MAX"
"253766","2024","2024","2024","-139.5900883722165","-139.5900883722165","-139.5900883722165","","","","","","","","","","","",""
"253873","","","","","","","2025","2025","2025","-187.7298134993515","-187.7298134993515","-187.7298134993515","","","","","",""
"255243","","","","","","","","","","","","","2038","2038","2038","-176.78038741876296","-176.78038741876296","-176.78038741876296"
"255765","2040","2040","2040","-175.8676776046624","-175.8676776046624","-175.8676776046624","","","","","","","","","","","",""
"255872","","","","","","","2041","2041","2041","-207.61276593208567","-207.61276593208567","-207.61276593208567","","","","","",""
"257242","","","","","","","","","","","","","2054","2054","2054","-125.94404300754087","-125.94404300754087","-125.94404300754087"
"257764","2056","2056","2056","-187.47125708355276","-187.47125708355276","-187.47125708355276","","","","","","","","","","","",""
"257871","","","","","","","2057","2057","2057","-194.2438455479148","-194.2438455479148","-194.2438455479148","","","","","",""
"259241","","","","","","","","","","","","","2070","2070","2070","-148.5623975008431","-148.5623975008431","-148.5623975008431"
"259763","2072","2072","2072","-137.68906990436798","-137.68906990436798","-137.68906990436798","","","","","","","","","","","",""
"259870","","","","","","","2073","2073","2073","-144.59509716462142","-144.59509716462142","-144.59509716462142","","","","","",""
"261240","","","","","","","","","","","","","2086","2086","2086","-128.5257383493407","-128.5257383493407","-128.5257383493407"
"261762","2088","2088","2088","-143.39213934724788","-143.39213934724788","-143.39213934724788","","","","","","","","","","","",""
"261869","","","","","","","2089","2089","2089","-144.139981823529","-144.139981823529","-144.139981823529","","","","","",""
"263239","","","","","","","","","","","","","2102","2102","2102","-138.2160499456881","-138.2160499456881","-138.2160499456881"
"263761","2104","2104","2104","-148.59627573535494","-148.59627573535494","-148.59627573535494","","","","","","","","","","","",""
"263868","","","","","","","2105","2105","2105","-108.69343038264714","-108.69343038264714","-108.69343038264714","","","","","",""
"265238","","","","","","","","","","","","","2118","2118","2118","-159.79214648300038","-159.79214648300038","-159.79214648300038"
"265760","2120","2120","2120","-142.56853354774492","-142.56853354774492","-142.56853354774492","","","","","","","","","","","",""
"265867","","","","","","","2121","2121","2121","-195.39225609763446","-195.39225609763446","-195.39225609763446","","","","","",""
"267237","","","","","","","","","","","","","2134","2134","2134","-130.84134348013566","-130.84134348013566","-130.84134348013566"
"267759","2136","2136","2136","-150.7125968647773","-150.7125968647773","-150.7125968647773","","","","","","","","","","","",""
"267866","","","","","","","2137","2137","2137","-102.70982942438579","-102.70982942438579","-102.70982942438579","","","","","",""
"269236","","","","","","","","","","","","","2150","2150","2150","-166.65750613752564","-166.65750613752564","-166.65750613752564"
"269758","2152","2152","2152","-140.0482800788974","-140.0482800788974","-140.0482800788974","","","","","","","","","","","",""
"269865","","","","","","","2153","2153","2153","-156.23891569762372","-156.23891569762372","-156.23891569762372","","","","","",""
"271235","","","","","","","","","","","","","2166","2166","2166","-146.55280353485276","-146.55280353485276","-146.55280353485276"
"271757","2168","2168","2168","-136.87443906663825","-136.87443906663825","-136.87443906663825","","","","","","","","","","","",""
"271864","","","","","","","2169","2169","2169","-142.75899396782305","-142.75899396782305","-142.75899396782305","","","","","",""
"273234","","","","","","","","","","","","","2182","2182","2182","-172.12213417722947","-172.12213417722947","-172.12213417722947"
"273756","2184","2184","2184","-148.38404655337692","-148.38404655337692","-148.38404655337692","","","","","","","","","","","",""
"273863","","","","","","","2185","2185","2185","-217.46213275247732","-217.46213275247732","-217.46213275247732","","","","","",""
"275233","","","","","","","","","","","","","2198","2198","2198","-135.1453259847835","-135.1453259847835","-135.1453259847835"
"275755","2200","2200","2200","-138.83427831120187","-138.83427831120187","-138.83427831120187","","","","","","","","","","","",""
"275862","","","","","","","2201","2201","2201","-162.06150260821312","-162.06150260821312","-162.06150260821312","","","","","",""
"277232","","","","","","","","","","","","","2214","2214","2214","-148.27224991366162","-148.27224991366162","-148.27224991366162"
"277754","2216","2216","2216","-196.17555986097466","-196.17555986097466","-196.17555986097466","","","","","","","","","","","",""
"277861","","","","","","","2217","2217","2217","-193.52241727904433","-193.52241727904433","-193.52241727904433","","","","","",""
"279231","","","","","","","","","","","","","2230","2230","2230","-140.24781153628192","-140.24781153628192","-140.24781153628192"
"279753","2232","2232","2232","-144.3928066605083","-144.3928066605083","-144.3928066605083","","","","","","","","","","","",""
"279860","","","","","","","2233","2233","2233","-98.62528219859598","-98.62528219859598","-98.62528219859598","","","","","",""
"281230","","","","","","","","","","","","","2246","2246","2246","-147.25524449255832","-147.25524449255832","-147.25524449255832"
"281752","2248","2248","2248","-126.49306199400563","-126.49306199400563","-126.49306199400563","","","","","","","","","","","",""
"281859","","","","","","","2249","2249","2249","-105.04513607194623","-105.04513607194623","-105.04513607194623","","","","","",""
"283229","","","","","","","","","","","","","2262","2262","2262","-180.19322747365703","-180.19322747365703","-180.19322747365703"
"283751","2264","2264","2264","-150.4272544185551","-150.4272544185551","-150.4272544185551","","","","","","","","","","","",""
"283858","","","","","","","2265","2265","2265","-210.48432261923855","-210.48432261923855","-210.48432261923855","","","","","",""
"285228","","","","","","","","","","","","","2278","2278","2278","-134.53098808611114","-134.53098808611114","-134.53098808611114"
"285750","2280","2280","2280","-133.96327569101544","-133.96327569101544","-133.96327569101544","","","","","","","","","","","",""
"285857","","","","","","","2281","2281","2281","-99.02994543870221","-99.02994543870221","-99.02994543870221","","","","","",""
"287227","","","","","","","","","","","","","2294","2294","2294","-135.21307177354961","-135.21307177354961","-135.21307177354961"
"287749","2296","2296","2296","-147.72040894100613","-147.72040894100613","-147.72040894100613","","","","","","","","","","","",""
"287856","","","","","","","2297","2297","2297","-143.32049350530482","-143.32049350530482","-143.32049350530482","","","","","",""
"289226","","","","","","","","","","","","","2310","2310","2310","-131.93840700400645","-131.93840700400645","-131.93840700400645"
"289748","2312","2312","2312","-195.56787535303678","-195.56787535303678","-195.56787535303678","","","","","","","","","","","",""
"289855","","","","","","","2313","2313","2313","-196.8613505123882","-196.8613505123882","-196.8613505123882","","","","","",""
"291225","","","","","","","","","","","","","2326","2326","2326","-164.31818822789236","-164.31818822789236","-164.31818822789236"
"291747","2328","2328","2328","-135.70078459380255","-135.70078459380255","-135.70078459380255","","","","","","","","","","","",""
"291854","","","","","","","2329","2329","2329","-144.52606460679334","-144.52606460679334","-144.52606460679334","","","","","",""
"293224","","","","","","","","","","","","","2342","2342","2342","-126.19714524745318","-126.19714524745318","-126.19714524745318"
"293746","2344","2344","2344","-133.59113743402003","-133.59113743402003","-133.59113743402003","","","","","","","","","","","",""
"293853","","","","","","","2345","2345","2345","-88.75920068459735","-88.75920068459735","-88.75920068459735","","","","","",""
"295223","","","","","","","","","","","","","2358","2358","2358","-192.8604190242981","-192.8604190242981","-192.8604190242981"
"295745","2360","2360","2360","-168.46557987257435","-168.46557987257435","-168.46557987257435","","","","","","","","","","","",""
"295852","","","","","","","2361","2361","2361","-157.66345032282703","-157.66345032282703","-157.66345032282703","","","","","",""
"297222","","","","","","","","","","","","","2374","2374","2374","-147.58302753783664","-147.58302753783664","-147.58302753783664"
"297744","2376","2376","2376","-130.54996869340917","-130.54996869340917","-130.54996869340917","","","","","","","","","","","",""
"297851","","","","","","","2377","2377","2377","-136.1446509331518","-136.1446509331518","-136.1446509331518","","","","","",""
"299221","","","","","","","","","","","","","2390","2390","2390","-112.01738016175273","-112.01738016175273","-112.01738016175273"
"299743","2392","2392","2392","-191.45398932823014","-191.45398932823014","-191.45398932823014","","","","","","","","","","","",""
"299850","","","","","","","2393","2393","2393","-182.83991720801612","-182.83991720801612","-182.83991720801612","","","","","",""
"301220","","","","","","","","","","","","","2406","2406","2406","-164.5784603027386","-164.5784603027386","-164.5784603027386"
"301742","2408","2408","2408","-136.1292421639054","-136.1292421639054","-136.1292421639054","","","","","","","","","","","",""
"301849","","","","","","","2409","2409","2409","-193.08600334243684","-193.08600334243684","-193.08600334243684","","","","","",""
"303219","","","","","","","","","","","","","2422","2422","2422","-129.06119423047508","-129.06119423047508","-129.06119423047508"
"303741","2424","2424","2424","-140.7823338043985","-140.7823338043985","-140.7823338043985","","","","","","","","","","","",""
"303848","","","","","","","2425","2425","2425","-205.90698611153695","-205.90698611153695","-205.90698611153695","","","","","",""
"305218","","","","","","","","","","","","","2438","2438","2438","-133.23196943603938","-133.23196943603938","-133.23196943603938"
"305740","2440","2440","2440","-133.67871119651548","-133.67871119651548","-133.67871119651548","","","","","","","","","","","",""
"305847","","","","","","","2441","2441","2441","-89.03276142849924","-89.03276142849924","-89.03276142849924","","","","","",""
"307217","","","","","","","","","","","","","2454","2454","2454","-128.53262735889624","-128.53262735889624","-128.53262735889624"
"307739","2456","2456","2456","-141.44098456931692","-141.44098456931692","-141.44098456931692","","","","","","","","","","","",""
"307846","","","","","","","2457","2457","2457","-137.70126342237126","-137.70126342237126","-137.70126342237126","","","","","",""
"309216","","","","","","","","","","","","","2470","2470","2470","-112.30566641019988","-112.30566641019988","-112.30566641019988"
"309738","2472","2472","2472","-175.01247907556555","-175.01247907556555","-175.01247907556555","","","","","","","","","","","",""
"309845","","","","","","","2473","2473","2473","-196.65180248530714","-196.65180248530714","-196.65180248530714","","","","","",""
"311215","","","","","","","","","","","","","2486","2486","2486","-122.85429976681809","-122.85429976681809","-122.85429976681809"
"311737","2488","2488","2488","-193.38859577775827","-193.38859577775827","-193.38859577775827","","","","","","","","","","","",""
"311844","","","","","","","2489","2489","2489","-138.301843544822","-138.301843544822","-138.301843544822","","","","","",""
"313214","","","","","","","","","","","","","2502","2502","2502","-154.85201524604147","-154.85201524604147","-154.85201524604147"
"313736","2504","2504","2504","-140.96627642490267","-140.96627642490267","-140.96627642490267","","","","","","","","","","","",""
"313843","","","","","","","2505","2505","2505","-137.42025064543208","-137.42025064543208","-137.42025064543208","","","","","",""
"315213","","","","","","","","","","","","","2518","2518","2518","-169.5574120506037","-169.5574120506037","-169.5574120506037"
"315735","2520","2520","2520","-132.5339456453587","-132.5339456453587","-132.5339456453587","","","","","","","","","","","",""
"315842","","","","","","","2521","2521","2521","-88.16915803049429","-88.16915803049429","-88.16915803049429","","","","","",""
"317212","","","","","","","","","","","","","2534","2534","2534","-140.63921653284004","-140.63921653284004","-140.63921653284004"
"317734","2536","2536","2536","-139.73050747959246","-139.73050747959246","-139.73050747959246","","","","","","","","","","","",""
"317841","","","","","","","2537","2537","2537","-93.27772814997738","-93.27772814997738","-93.27772814997738","","","","","",""
"319211","","","","","","","","","","","","","2550","2550","2550","-133.2496522593275","-133.2496522593275","-133.2496522593275"
"319733","2552","2552","2552","-132.73061107320387","-132.73061107320387","-132.73061107320387","","","","","","","","","","","",""
"319840","","","","","","","2553","2553","2553","-82.4331581739328","-82.4331581739328","-82.4331581739328","","","","","",""
"321210","","","","","","","","","","","","","2566","2566","2566","-165.7407228100178","-165.7407228100178","-165.7407228100178"
"321732","2568","2568","2568","-132.98092315961617","-132.98092315961617","-132.98092315961617","","","","","","","","","","","",""
"321839","","","","","","","2569","2569","2569","-81.87446141693871","-81.87446141693871","-81.87446141693871","","","","","",""
"323209","","","","","","","","","","","","","2582","2582","2582","-121.97921448240328","-121.97921448240328","-121.97921448240328"
"323731","2584","2584","2584","-148.80888459302685","-148.80888459302685","-148.80888459302685","","","","","","","","","","","",""
"323838","","","","","","","2585","2585","2585","-129.98125575468612","-129.98125575468612","-129.98125575468612","","","","","",""
"325208","","","","","","","","","","","","","2598","2598","2598","-151.71892447065468","-151.71892447065468","-151.71892447065468"
"325730","2600","2600","2600","-138.99305680306398","-138.99305680306398","-138.99305680306398","","","","","","","","","","","",""
"325837","","","","","","","2601","2601","2601","-193.03598117160453","-193.03598117160453","-193.03598117160453","","","","","",""
"327207","","","","","","","","","","","","","2614","2614","2614","-108.0061330349763","-108.0061330349763","-108.0061330349763"
"327729","2616","2616","2616","-210.05948021521976","-210.05948021521976","-210.05948021521976","","","","","","","","","","","",""
"327836","","","","","","","2617","2617","2617","-94.23875503496501","-94.23875503496501","-94.23875503496501","","","","","",""
"329206","","","","","","","","","","","","","2630","2630","2630","-99.24558557074153","-99.24558557074153","-99.24558557074153"
"329728","2632","2632","2632","-131.723009493677","-131.723009493677","-131.723009493677","","","","","","","","","","","",""
"329835","","","","","","","2633","2633","2633","-131.20001383619274","-131.20001383619274","-131.20001383619274","","","","","",""
"331205","","","","","","","","","","","","","2646","2646","2646","-93.06339080706907","-93.06339080706907","-93.06339080706907"
"331727","2648","2648","2648","-114.7318427345708","-114.7318427345708","-114.7318427345708","","","","","","","","","","","",""
"331834","","","","","","","2649","2649","2649","-139.26715429646435","-139.26715429646435","-139.26715429646435","","","","","",""
"333204","","","","","","","","","","","","","2662","2662","2662","-159.61344348819986","-159.61344348819986","-159.61344348819986"
"333726","2664","2664","2664","-173.8068898500238","-173.8068898500238","-173.8068898500238","","","","","","","","","","","",""
"333833","","","","","","","2665","2665","2665","-199.8173912098387","-199.8173912098387","-199.8173912098387","","","","","",""
"335203","","","","","","","","","","","","","2678","2678","2678","-131.08588860240758","-131.08588860240758","-131.08588860240758"
"335725","2680","2680","2680","-125.20277740772102","-125.20277740772102","-125.20277740772102","","","","","","","","","","","",""
"335832","","","","","","","2681","2681","2681","-191.40204328000462","-191.40204328000462","-191.40204328000462","","","","","",""
"337202","","","","","","","","","","","","","2694","2694","2694","-126.62796533512812","-126.62796533512812","-126.62796533512812"
"337724","2696","2696","2696","-134.3819653708353","-134.3819653708353","-134.3819653708353","","","","","","","","","","","",""
"337831","","","","","","","2697","2697","2697","-136.22805564985876","-136.22805564985876","-136.22805564985876","","","","","",""
"339201","","","","","","","","","","","","","2710","2710","2710","-159.80457730926847","-159.80457730926847","-159.80457730926847"
"339723","2712","2712","2712","-131.6257673216932","-131.6257673216932","-131.6257673216932","","","","","","","","","","","",""
"339830","","","","","","","2713","2713","2713","-134.86449550771894","-134.86449550771894","-134.86449550771894","","","","","",""
"341200","","","","","","","","","","","","","2725","2725","2725","-115.50711509056967","-115.50711509056967","-115.50711509056967"
"341722","2728","2728","2728","-135.97211467221976","-135.97211467221976","-135.97211467221976","","","","","","","","","","","",""
"341829","","","","","","","2729","2729","2729","-186.75974949985184","-186.75974949985184","-186.75974949985184","","","","","",""
"343199","","","","","","","","","","","","","2741","2741","2741","-188.2808390013078","-188.2808390013078","-188.2808390013078"
"343721","2744","2744","2744","-115.69109167634718","-115.69109167634718","-115.69109167634718","","","","","","","","","","","",""
"343828","","","","","","","2745","2745","2745","-189.9338052953225","-189.9338052953225","-189.9338052953225","","","","","",""
"345198","","","","","","","","","","","","","2757","2757","2757","-178.72562783640504","-178.72562783640504","-178.72562783640504"
"345720","2760","2760","2760","-141.87660707148768","-141.87660707148768","-141.87660707148768","","","","","","","","","","","",""
"345827","","","","","","","2761","2761","2761","-144.14831302125683","-144.14831302125683","-144.14831302125683","","","","","",""
"347197","","","","","","","","","","","","","2773","2773","2773","-129.50436028489753","-129.50436028489753","-129.50436028489753"
"347719","2776","2776","2776","-188.7708676725564","-188.7708676725564","-188.7708676725564","","","","","","","","","","","",""
"347826","","","","","","","2777","2777","2777","-191.13092414359474","-191.13092414359474","-191.13092414359474","","","","","",""
"349196","","","","","","","","","","","","","2789","2789","2789","-110.54192235531274","-110.54192235531274","-110.54192235531274"
"349718","2792","2792","2792","-161.92049627306903","-161.92049627306903","-161.92049627306903","","","","","","","","","","","",""
"349825","","","","","","","2793","2793","2793","-108.86812929629939","-108.86812929629939","-108.86812929629939","","","","","",""
"351195","","","","","","","","","","","","","2805","2805","2805","-150.57976840526356","-150.57976840526356","-150.57976840526356"
"351717","2808","2808","2808","-117.53836344035318","-117.53836344035318","-117.53836344035318","","","","","","","","","","","",""
"351824","","","","","","","2809","2809","2809","-137.77543962352414","-137.77543962352414","-137.77543962352414","","","","","",""
"353194","","","","","","","","","","","","","2821","2821","2821","-158.58810984993656","-158.58810984993656","-158.58810984993656"
"353716","2824","2824","2824","-121.34155638017774","-121.34155638017774","-121.34155638017774","","","","","","","","","","","",""
"353823","","","","","","","2825","2825","2825","-138.1712134788918","-138.1712134788918","-138.1712134788918","","","","","",""
"355193","","","","","","","","","","","","","2837","2837","2837","-121.52228394082312","-121.52228394082312","-121.52228394082312"
"355715","2840","2840","2840","-178.75828615339853","-178.75828615339853","-178.75828615339853","","","","","","","","","","","",""
"355822","","","","","","","2841","2841","2841","-133.28829681676325","-133.28829681676325","-133.28829681676325","","","","","",""
"357192","","","","","","","","","","","","","2853","2853","2853","-142.16825071650877","-142.16825071650877","-142.16825071650877"
"357714","2856","2856","2856","-129.75373622920188","-129.75373622920188","-129.75373622920188","","","","","","","","","","","",""
"357821","","","","","","","2857","2857","2857","-90.70023411550044","-90.70023411550044","-90.70023411550044","","","","","",""
"359191","","","","","","","","","","","","","2869","2869","2869","-149.6671183271434","-149.6671183271434","-149.6671183271434"
"359713","2872","2872","2872","-179.03313106337777","-179.03313106337777","-179.03313106337777","","","","","","","","","","","",""
"359820","","","","","","","2873","2873","2873","-190.9891389476107","-190.9891389476107","-190.9891389476107","","","","","",""
"361190","","","","","","","","","","","","","2885","2885","2885","-157.5262465217196","-157.5262465217196","-157.5262465217196"
"361712","2888","2888","2888","-140.2834891586153","-140.2834891586153","-140.2834891586153","","","","","","","","","","","",""
"361819","","","","","","","2889","2889","2889","-184.19926877671702","-184.19926877671702","-184.19926877671702","","","","","",""
"363189","","","","","","","","","","","","","2901","2901","2901","-109.95501835316978","-109.95501835316978","-109.95501835316978"
"363711","2904","2904","2904","-183.17582002268855","-183.17582002268855","-183.17582002268855","","","","","","","","","","","",""
"363818","","","","","","","2905","2905","2905","-140.12081891329066","-140.12081891329066","-140.12081891329066","","","","","",""
"365188","","","","","","","","","","","","","2917","2917","2917","-135.891886002584","-135.891886002584","-135.891886002584"
"365710","2920","2920","2920","-159.92564421320174","-159.92564421320174","-159.92564421320174","","","","","","","","","","","",""
"365817","","","","","","","2921","2921","2921","-134.15437420895952","-134.15437420895952","-134.15437420895952","","","","","",""
"367187","","","","","","","","","","","","","2933","2933","2933","-135.18982491537244","-135.18982491537244","-135.18982491537244"
"367709","2936","2936","2936","-140.58655154042208","-140.58655154042208","-140.58655154042208","","","","","","","","","","","",""
"367816","","","","","","","2937","2937","2937","-136.56917590166384","-136.56917590166384","-136.56917590166384","","","","","",""
"369186","","","","","","","","","","","","","2949","2949","2949","-155.79454295529257","-155.79454295529257","-155.79454295529257"
"369708","2952","2952","2952","-143.92894214252215","-143.92894214252215","-143.92894214252215","","","","","","","","","","","",""
"369815","","","","","","","2953","2953","2953","-138.4661879998755","-138.4661879998755","-138.4661879998755","","","","","",""
"371185","","","","","","","","","","","","","2965","2965","2965","-108.26072774323231","-108.26072774323231","-108.26072774323231"
"371707","2968","2968","2968","-185.4045831349658","-185.4045831349658","-185.4045831349658","","","","","","","","","","","",""
"371814","","","","","","","2969","2969","2969","-183.7441302813105","-183.7441302813105","-183.7441302813105","","","","","",""
"373184","","","","","","","","","","","","","2981","2981","2981","-168.25611171495888","-168.25611171495888","-168.25611171495888"
"373706","2984","2984","2984","-173.41790022571317","-173.41790022571317","-173.41790022571317","","","","","","","","","","","",""
"373813","","","","","","","2985","2985","2985","-85.85328786655185","-85.85328786655185","-85.85328786655185","","","","","",""
"375183","","","","","","","","","","","","","2997","2997","2997","-135.57384012752365","-135.57384012752365","-135.57384012752365"
"375705","3000","3000","3000","-118.73832516333997","-118.73832516333997","-118.73832516333997","","","","","","","","","","","",""
"375812","","","","","","","3001","3001","3001","-99.15961758132441","-99.15961758132441","-99.15961758132441","","","","","",""
"377182","","","","","","","","","","","","","3013","3013","3013","-137.37092933513867","-137.37092933513867","-137.37092933513867"
"377704","3016","3016","3016","-175.73097901754915","-175.73097901754915","-175.73097901754915","","","","","","","","","","","",""
"377811","","","","","","","3017","3017","3017","-188.2096443985397","-188.2096443985397","-188.2096443985397","","","","","",""
"379181","","","","","","","","","","","","","3029","3029","3029","-124.17623087410169","-124.17623087410169","-124.17623087410169"
"379703","3032","3032","3032","-157.19750208336038","-157.19750208336038","-157.19750208336038","","","","","","","","","","","",""
"379810","","","","","","","3033","3033","3033","-184.80809934830685","-184.80809934830685","-184.80809934830685","","","","","",""
"381180","","","","","","","","","","","","","3045","3045","3045","-130.40372400170693","-130.40372400170693","-130.40372400170693"
"381702","3048","3048","3048","-121.8048290080378","-121.8048290080378","-121.8048290080378","","","","","","","","","","","",""
"381809","","","","","","","3049","3049","3049","-99.72625689803672","-99.72625689803672","-99.72625689803672","","","","","",""
"383179","","","","","","","","","","","","","3061","3061","3061","-110.83931105798278","-110.83931105798278","-110.83931105798278"
"383701","3064","3064","3064","-192.9430792914343","-192.9430792914343","-192.9430792914343","","","","","","","","","","","",""
"383808","","","","","","","3065","3065","3065","-193.17733180116602","-193.17733180116602","-193.17733180116602","","","","","",""
"385178","","","","","","","","","","","","","3077","3077","3077","-111.86552851658351","-111.86552851658351","-111.86552851658351"
"385700","3080","3080","3080","-118.9682611033818","-118.9682611033818","-118.9682611033818","","","","","","","","","","","",""
"385807","","","","","","","3081","3081","3081","-180.36057719387819","-180.36057719387819","-180.36057719387819","","","","","",""
"387177","","","","","","","","","","","","","3093","3093","3093","-152.88342086871614","-152.88342086871614","-152.88342086871614"
"387699","3096","3096","3096","-119.26047100191633","-119.26047100191633","-119.26047100191633","","","","","","","","","","","",""
"387806","","","","","","","3097","3097","3097","-210.32833685753704","-210.32833685753704","-210.32833685753704","","","","","",""
"389176","","","","","","","","","","","","","3109","3109","3109","-116.26983209460366","-116.26983209460366","-116.26983209460366"
"389698","3112","3112","3112","-162.16428138070364","-162.16428138070364","-162.16428138070364","","","","","","","","","","","",""
"389805","","","","","","","3113","3113","3113","-179.81421653845112","-179.81421653845112","-179.81421653845112","","","","","",""
"391175","","","","","","","","","","","","","3125","3125","3125","-133.46996776939991","-133.46996776939991","-133.46996776939991"
"391697","3128","3128","3128","-144.18764517291442","-144.18764517291442","-144.18764517291442","","","","","","","","","","","",""
"391804","","","","","","","3129","3129","3129","-127.78594361295582","-127.78594361295582","-127.78594361295582","","","","","",""
"393174","","","","","","","","","","","","","3141","3141","3141","-158.90378174919397","-158.90378174919397","-158.90378174919397"
"393696","3144","3144","3144","-122.45040258255968","-122.45040258255968","-122.45040258255968","","","","","","","","","","","",""
"393803","","","","","","","3145","3145","3145","-186.16030350288563","-186.16030350288563","-186.16030350288563","","","","","",""
"395173","","","","","","","","","","","","","3157","3157","3157","-153.03109271838093","-153.03109271838093","-153.03109271838093"
"395695","3160","3160","3160","-100.28562423928086","-100.28562423928086","-100.28562423928086","","","","","","","","","","","",""
"395802","","","","","","","3161","3161","3161","-146.93866505920136","-146.93866505920136","-146.93866505920136","","","","","",""
"397172","","","","","","","","","","","","","3173","3173","3173","-150.9507864534738","-150.9507864534738","-150.9507864534738"
"397694","3176","3176","3176","-123.84503409775608","-123.84503409775608","-123.84503409775608","","","","","","","","","","","",""
"397801","","","","","","","3177","3177","3177","-185.78061114113152","-185.78061114113152","-185.78061114113152","","","","","",""
"399171","","","","","","","","","","","","","3189","3189","3189","-167.38589983877546","-167.38589983877546","-167.38589983877546"
"399693","3192","3192","3192","-135.66816071882548","-135.66816071882548","-135.66816071882548","","","","","","","","","","","",""
"399800","","","","","","","3192","3192","3192","-206.90644025906906","-206.90644025906906","-206.90644025906906","","","","","",""
"401170","","","","","","","","","","","","","3205","3205","3205","-117.20043372171197","-117.20043372171197","-117.20043372171197"
"401692","3208","3208","3208","-141.7870299289778","-141.7870299289778","-141.7870299289778","","","","","","","","","","","",""
"401799","","","","","","","3208","3208","3208","-204.38205479815716","-204.38205479815716","-204.38205479815716","","","","","",""
"403169","","","","","","","","","","","","","3221","3221","3221","-143.1793428928186","-143.1793428928186","-143.1793428928186"
"403691","3224","3224","3224","-174.12854507414906","-174.12854507414906","-174.12854507414906","","","","","","","","","","","",""
"403798","","","","","","","3224","3224","3224","-82.97149398941937","-82.97149398941937","-82.97149398941937","","","","","",""
"405168","","","","","","","","","","","","","3237","3237","3237","-111.30371385128953","-111.30371385128953","-111.30371385128953"
"405690","3240","3240","3240","-161.40042822960342","-161.40042822960342","-161.40042822960342","","","","","","","","","","","",""
"405797","","","","","","","3240","3240","3240","-85.51844478326504","-85.51844478326504","-85.51844478326504","","","","","",""
"407167","","","","","","","","","","","","","3253","3253","3253","-113.15261131958475","-113.15261131958475","-113.15261131958475"
"407689","3256","3256","3256","-169.41071779676219","-169.41071779676219","-169.41071779676219","","","","","","","","","","","",""
"407796","","","","","","","3256","3256","3256","-163.22021443152758","-163.22021443152758","-163.22021443152758","","","","","",""
"409166","","","","","","","","","","","","","3269","3269","3269","-119.21196265682363","-119.21196265682363","-119.21196265682363"
"409688","3272","3272","3272","-182.9274983654632","-182.9274983654632","-182.9274983654632","","","","","","","","","","","",""
"409795","","","","","","","3272","3272","3272","-214.77341205351996","-214.77341205351996","-214.77341205351996","","","","","",""
"411165","","","","","","","","","","","","","3285","3285","3285","-120.12034885125288","-120.12034885125288","-120.12034885125288"
"411687","3288","3288","3288","-143.75005723058206","-143.75005723058206","-143.75005723058206","","","","","","","","","","","",""
"411794","","","","","","","3288","3288","3288","-141.42709507365228","-141.42709507365228","-141.42709507365228","","","","","",""
"413164","","","","","","","","","","","","","3301","3301","3301","-167.22428318642434","-167.22428318642434","-167.22428318642434"
"413686","3304","3304","3304","-191.9772680971887","-191.9772680971887","-191.9772680971887","","","","","","","","","","","",""
"413793","","","","","","","3304","3304","3304","-215.5496952331457","-215.5496952331457","-215.5496952331457","","","","","",""
"415163","","","","","","","","","","","","","3317","3317","3317","-126.15923414452396","-126.15923414452396","-126.15923414452396"
"415685","3320","3320","3320","-137.05421054862725","-137.05421054862725","-137.05421054862725","","","","","","","","","","","",""
"415792","","","","","","","3320","3320","3320","-192.56561824733387","-192.56561824733387","-192.56561824733387","","","","","",""
"417162","","","","","","","","","","","","","3333","3333","3333","-136.8962789410809","-136.8962789410809","-136.8962789410809"
"417684","3336","3336","3336","-115.07813093850942","-115.07813093850942","-115.07813093850942","","","","","","","","","","","",""
"417791","","","","","","","3336","3336","3336","-200.48983349585512","-200.48983349585512","-200.48983349585512","","","","","",""
"419161","","","","","","","","","","","","","3349","3349","3349","-143.89948135091797","-143.89948135091797","-143.89948135091797"
"419683","3352","3352","3352","-173.80473764921896","-173.80473764921896","-173.80473764921896","","","","","","","","","","","",""
"419790","","","","","","","3352","3352","3352","-142.35570635908792","-142.35570635908792","-142.35570635908792","","","","","",""
"421160","","","","","","","","","","","","","3365","3365","3365","-176.57232306944846","-176.57232306944846","-176.57232306944846"
"421682","3368","3368","3368","-130.3473799628161","-130.3473799628161","-130.3473799628161","","","","","","","","","","","",""
"421789","","","","","","","3368","3368","3368","-203.24412379549108","-203.24412379549108","-203.24412379549108","","","","","",""
"423159","","","","","","","","","","","","","3381","3381","3381","-104.47089978189727","-104.47089978189727","-104.47089978189727"
"423681","3384","3384","3384","-99.55065941188535","-99.55065941188535","-99.55065941188535","","","","","","","","","","","",""
"423788","","","","","","","3384","3384","3384","-142.285242009491","-142.285242009491","-142.285242009491","","","","","",""
"425158","","","","","","","","","","","","","3397","3397","3397","-133.815138966263","-133.815138966263","-133.815138966263"
